text,cleaned_text,predicted
Logo Produk Ummah sama fungsinya seperti logo halal JAKIM,logo ummah fungsi logo halal jakim,Positive
Ini tindakan yang saya rasa tidak ganggu kerja kami.,tindak ganggu,Negative
"Shafee beritahu penonton dia sedia berdebat dengan sesiapa sahaja, termasuk Majlis Peguam Malaysia berkaitan sabitan itu, tetapi dia tidak bersedia pula untuk hadir ke mesyuarat Badan peguam Malaysia untuk mempertahankan diri",shafee beritahu tonton sedia debat masuk peguam kait sabit sedia hadir badan peguam tahan,Negative
Sebab itu kita nak ambil balik tanah,ambil,Positive
Kita sedang mengkaji dari pelbagai sudut Perlembagaan bagaimana kita boleh mengenakan cukai ke atas sumber-sumber kita yang ada bagi menambah hasil pendapatan negeri,kaji sudut lembaga cukai,Negative
"LHDN tidak kira siapa, selagi ada pendapatan di Malaysia, syarikat yang didaftar di Malaysia dan ada pendapatan, kalau tidak bayar, ‘income tax’ akan kejar anda.",lhdn daftar bayar income tax kejar,Negative
calon wanita juga mempunyai kelayakan kerana telah melalui saringan yang ketat daripada senarai calon berpotensi lelaki dan perempuan.,calon layak rana saring ketat senarai calon potensi lelaki perempuan,Positive
Niat mereka ialah untuk menyerang Kota Suci adalah sama seperti melanggar rukun Islam yang menjadi tiang agama,niat serang kota suci langgar rukun tiang agama,Negative
"Pastikan pilihan raya akan datang, semua rakan Felda menggambarkan kekuatan, menterjemahkan impian Tun (Abdul) Razak menjadi kenyataan kita bersama",pilih rak felda gambar kuat terjemah impi razak nyata,Positive
Kerajaan juga memperuntukkan subsidi kesihatan yang tinggi setiap tahun,raja subsidi,Positive
"Memang berlaku kegagalan dalam syarikat itu, ada kesilapan kerajaan",laku gagal silap raja,Negative
Kami mohon geran padanan sebagai usaha membawa pembangunan seimbang untuk peneroka Felda,mohon geran padan bawa bangun imbang teroka felda,Negative
Antara perkara lain yang perlu dimasukkan ialah penyebaran iklan di media sosial mengenai produk yang tidak mendapat kebenaran seperti ubat-ubatan yang tidak mendapat kelulusan Kementerian Kesihatan.,masuk sebar iklan sosial ubat kelulus,Positive
Rakyat Malaysia inginkan satu penyelesaian konkrit daripada kerajaan untuk mengatasi masalah ini.,selesai konkrit raja,Negative
"Sekolah tidak lagi perlu mengejar GPS kerana penilaian murid sekarang melibatkan pencapaian akademik, pentaksiran bilik darjah; pentaksiran aktiviti jasmani, sukan dan kokurikulum serta pentaksiran psikometrik",sekolah kejar gps rana murid libat capai akademik taksir bilik darjah taksir jasmani kokurikulum taksir psikometrik,Negative
"Akhirnya, GPS telah menyebabkan kami terlupa kepada individu murid yang unik dan berkebolehan",gps lupa individu murid unik,Positive
"Pada saya ‘consultant’ sebegini hanyalah mengenai ‘con’, ‘insult’ dan ‘turn’.",consultant insult,Negative
"Saya tidak terperanjat YB Rafizi kini sokong kepentingan syarikat lebih daripada kepentingan umum, lebih sokong kronisme dan nepotisme berbanding ketelusan",peranjat yb rafizi sokong sokong kronisme nepotisme banding telus,Negative
Bagi PAS aset ini perlu dikawal dan kita akui penyelesaian kepada isu 1MDB ini tak boleh selesai dengan hanya kita serah kepada dia (kerajaan),pas aset kawal selesai mdb selesai serah raja,Negative
Setakat ini mereka belum memberikan jawapan kepada cadangan inkues,takat jawapan cadang inkues,Positive
"Walaupun ada BR1M untuk B40, ia hanya seperti beri Panadol kepada pesakit kritikal",brm panadol sakit kritikal,Negative
"Apa yang berlaku dalam jemaah menteri semua itu rahsia, melainkan kalau perdana menteri sendiri nak bercakap atau ada jurucakap yang dilantik.",laku jemaah rahsia cakap jurucakap lantik,Negative
Sebelum CMC beroperasi sepenuhnya kita sudah memantau melalui sistem sedia ada dan kita perkuatkan apabila CMC beroperasi,cmc sepenuh pantau sedia kuat cmc,Positive
Sebabnya kita sedang menunggu calon yang baik untuk jadi menteri kewangan,tunggu calon,Positive
"Hanya rakyat Sarawak, dan bukan orang luar",,Positive
Kanak-kanak dalam rakaman video itu adalah kanak-kanak autisme pintar yang berupaya menyelesaikan masalah Matematik dan Kimia seawal usia enam tahun.,kanak-kanak rakaman video kanak-kanak autisme pintar upaya selesai matematik kimia usia,Negative
Kerajaan Malaysia khususnya Kementerian Pengangkutan akan memastikan impian itu dipenuhi,raja khusus angkut impi penuh,Positive
Pulau Pinang juga sebahagian daripada Malaysia.,pulau pinang,Positive
"Kita tak akan mengalah, lawan tetap lawan",kalah lawan lawan,Negative
"Berpakat dengan Harapan pun boleh, tapi dia marah. ",pakat harap marah,Negative
"terima kasih atas sumbangan yang begitu besar,",terima kasih sumbang,Positive
"Maknanya jelas, tak payahlah saya cakap panjang sebab orang Langkawi pun faham, orang India Langkawi pun faham bahawa hanya BN sahaja yang kita boleh letakkan harapan kita.",makna payah cakap langkawi faham langkawi faham letak harap,Negative
"Moratorium mungkin bukan langkah yang baik kerana sudah ada lebih 200,000 dari mereka yang bekerja di Malaysia",moratorium rana,Negative
Saya cukup beri perhatian berat kepada orang Sabah.,perhati berat,Negative
Keperluan air di Langkawi sudah berada pada tahap maksimum sebab itu kita ingin bina tempat takungan air bagi memastikan keperluan cukup.,langkawi maksimum bina takung,Negative
Sukarelawan yang berada paling dekat dalam lingkungan lima kilometer dari kawasan terbabit akan datang ke lokasi untuk memberikan bantuan,sukarelawan lingkung kilometer babit lokasi bantu,Negative
"Elakkan menghukum, biarpun mereka ini seorang pendosa",elak hukum biarpun dosa,Negative
Ia diukur satu per satu berdasarkan kebolehan murid,ukur murid,Positive
"Jadi bayangkan, akhirnya kalau semua rakyat ini memikirkan kalau bawa beg plastik dapat 20 sen.",bayang pikir bawa beg plastik,Negative
Kita sudah lengkapkan siasatan dan tindakan lanjut kita serahkan pada peguam negara,lengkap siasat tindak serah peguam,Negative
Program anjuran Barisan Nasional (BN) Kota Belud itu juga membuktikan keprihatinan parti tersebut dalam membantu mengurangkan kos sara hidup dan beban rakyat terutama dalam soal barang keperluan asas,anjur baris kota belud bukti prihatin bantu sara hidup beban barang,Negative
"Memang sangat bagus jika doktor, pakar atau jururawat kerajaan pergi bertugas di luar negara untuk tingkatkan kemahiran mereka, kemudian pulang berkhidmat dalam negara",bagus doktor pakar jururawat raja pergi tugas tingkat mahir pulang khidmat,Positive
"Idea ini dibawa oleh individu sehingga Pas yang begitu Melayu dan Islamnya boleh bekerjasama, tapi sekarang ini semuanya telah berubah apabila Pas keluar daripada PR",idea bawa individu pas melayu bekerjasama ubah pas,Positive
"Antara penyumbang kepada faktor ini adalah, kesedaran penduduk terhadap kegagalan kerajaan Pas mentadbir Kelanta",sumbang faktor dar duduk hadap gagal raja pas tadbir kelanta,Negative
"Kalau dia isytihar, kita akan kenakan cukai",isytihar cukai,Negative
"Kami bersedia untuk berkongsi pengalaman dan pengetahuan dalam pembangunan ekonomi dan sosial dengan negara membangun lain, seperti melalui rangka Program Kerjasama Teknikal Malaysia (MTCP), yang telah menunjukkan kesediaan Malaysia berkongsi pengalaman pembangunannya dengan negara-negara Selatan-Selatan.",sedia kongsi bangun sosial bangun rangka teknikal mtcp sedia kongsi bangun,Negative
"Justeru, industri yang sedia mengeluarkan produk peranti perubatan diiktiraf halal sememangnya menunggu pensijilan halal oleh JAKIM ini",justeru sedia peranti ubat iktiraf halal tunggu sijil halal jakim,Positive
"Sejak 2013 hingga 2016, sebanyak RM235 juta telah diperuntukkan kepada semua mangsa banjir di seluruh negara.",rm mangsa banjir,Negative
Mahu tidak mahu ahli parti perlu menerimanya demi kelangsungan parti.,ahli terima langsung,Positive
"memberikan perspektif terbaik berkaitan isu 1MDB termasuk menjawab segala persoalan ketika sesi penerangan di seluruh negara, mendapat pujian ramai. ",perspektif kait mdb masuk terang puji,Positive
"kerajaan BN yang stabil dan sederhana, atau Pakatan Harapan yang menjuarai zaman Mahathirisme!",raja stabil sederhana pakat harap juara zaman mahathirisme,Positive
Kita masih berharap ‘untung sabut timbul’ dan kita mampu raih kemenangan,harap sabut timbul raih menang,Negative
Gerakan mereka mula berkembang dan berpegang dengan hak undang-undang,gera kembang pegang hak undang,Negative
"Kita percaya menjelang 2023, semua kemudahan asas meliputi 853 kampung akan selesai",percaya jelang liput kampung selesai,Negative
Mereka menerima kedatangan kami dengan baik,terima,Positive
Beberapa kampung di sini terlibat banjir serius seperti di Tehel dan Pondok Kempas.,kampung libat banjir serius tehel pondok kempas,Negative
"Usahlah percaya wayang mereka ini (pembangkang) yang ingin menjadi hero, kononnya boleh bangunkan Kampung Baru dalam sekelip mata",percaya wayang bangkang hero konon bangun kampung kelip,Negative
Sepatutnya berbuat begitu  demi untuk menawarkan sesuatu yang lebih baik kepada rakyat.,patut tawar,Positive
"Ini tak benar kerana GST telah kita laksanakan sejak dua tahun lalu, sepatutnya tidak ada kesan sama sekali (pada harga barangan)",rana gst laksana patut kesan,Negative
Kekurangan 50 peratus tenaga buruh pada ketika ini akan memberikan kesan besar kepada produktiviti Keluaran Dalam Negara Kasar (KDNK) membabitkan kawasan Cameron Highlands yang terkenal dengan sumber ekonomi berasaskan pertanian dan pelancongan,atus buruh kesan produktiviti kasar kdnk babit cameron highlands kenal tani lancong,Negative
"Secara  keseluruhan, keputusan SPM 2017 menunjukkan peningkatan pencapaian calon",putus spm tingkat capai calon,Negative
Najib bukanlah seorang diktator dan akan mengambil tindakan seperti itu,diktator ambil tindak,Negative
"Dengan mana-mana parti baru, akan ada masalah tetapi kami patuhi",patuh,Positive
Malah kita tahu bahawa kita mempunyai SOP (Prosedur Operasi Standard) yang tertentu yang harus dipatuhi para majikan dan kerajaan Malaysia tidak akan pernah melindungi mana-mana majikan yang melakukan penderaan atau kezaliman,sop prosedur standard patuh majikan raja lindung majikan laku dera zalim,Negative
"Bila kami tekan mereka, mereka keluarkan surat kata nak roboh sekatan dan kami halang mereka masuk",tekan surat roboh sekat halang masuk,Negative
Sejarah demokrasi itu sendiri menunjukkan bahawa ia adalah mekanisme kepada penginstitusian atau pengiktirafan kepada hak dan kebebasan.,sejarah demokrasi mekanisme institusi iktiraf hak bebas,Positive
"Ini juga dilakukan setelah penasihat kejuruteraan telah menyemak, memeriksa dan akhirnya membuat cadangan kepada kerajaan negeri, barulah jumlah itu dibayar",laku nasihat kejuruteraan semak periksa cadang raja bayar,Negative
"Kini, mereka bangkit dengan kekuatan baharu, merancang strategi, merapatkan saf kepemimpinan dan menggiatkan usaha turun padang",bangkit kuat rancang strategi rapat saf pimpin giat padang,Negative
"Alhamdullilah, cuaca baik dengan keadaan angin rendah juga memudahkan operasi memindahkan semua pelancong dan kakitangan",alhamdullilah cuaca angin pindah lancong kakitangan,Positive
"Jangan jadi bacul dan penakut untuk buat fitnah menggunakan Whatsapp,",bacul takut fitnah whatsapp,Negative
Kita perlukan kerjasama semua pihak untuk meningkatkan kesedaran umum berhubung isu ini,tingkat dar hubung,Negative
"Menteri di Jabatan Perdana Menteri, Datuk Seri Shahidan Kassim menjawab kerajaan pusat kehabisan dana untuk bantu mangsa banjir di Pulau Pinang. ",jabat shahidan kassim raja habis bantu mangsa banjir pulau pinang,Negative
Sekadar mengaku ada kelemahan dan kesilapan tidak memadai,lemah silap,Negative
idak dibenarkan masuk ke pusat penamaan calon kerana kegagalan menunjukkan dokumen penting itu.,idak masuk nama calon rana gagal dokumen,Negative
"Saya tandatangani kerana kita perlu ingatkan mereka yang kaya, wang tak boleh beli undang-undang",tandatangani rana kaya beli undang,Positive
Gabungan pembangkang PKR ditempelak supaya jangan pukul rata dengan mendakwa garis panduan tambahan yang diumumkan Suruhanjaya Pilihan Raya (SPR) semalam bersifat berat sebelah.,gabung bangkang pkr tempelak dakwa garis pandu suruhanjaya pilih spr sifat berat belah,Negative
Jadi kita tunggu pengumuman lain selepas Ujian Pencapaian Sekolah Rendah (UPSR) nanti,tunggu uji capai sekolah upsr,Positive
"Kita telah menghantar 2,000 khemah tertutup dan tambahan 2,000 khemah lagi yang diminta oleh kerajaan negeri akan dihantar selewatnya minggu depan",hantar khemah tutup khemah raja hantar,Positive
Daripada  awal kita memang tidak terlibat langsung dengan pelaksanaannya kerana kebanyakan pihak berkuasa  tempatan (PBT) mempunyai pasukan yang memang pakar.,libat langsung laksana rana pbt pasu pakar,Negative
Kami tahu wang yang banyak perlu dibelanjakan oleh pengedar dalam eksesais ini,belanja edar eksesais,Positive
Saya berjumpa Menteri Besar Selangor kali kedua pada majlis hari raya tahun lalu dan bertanya perkara sama,jumpa selangor,Positive
Tapi sekurang-kurangnya kita harus diberikan ruang untuk membacanya dan ini (laporan) panjang,ruang baca lapor,Negative
"Melalui wang ini kita akan membayar hutang…hasil diperoleh bukan membabitkan sehari dua, sebaliknya akan memakan masa lebih 10 tahun untuk menjana pendapatan daripada pembangunan jangka panjang terbabit.",bayar hutang hasil babit makan menjana bangun jangka babit,Negative
"Jangkaan awal, maahad ini akan siap dibina empat tahun dari sekarang, atau mungkin lebih awal bergantung kepada dana diterima",jangka maahad bina gantung terima,Negative
Ia boleh menimbulkan kesangsian rakyat terhadap mereka yang tidak terlibat membuat pengisytiharan. ,timbul sangsi hadap libat pengisytiharan,Negative
Bagi saya masalah itu telah selesai,selesai,Negative
Pencapaiannya agak baik di situ.,capai situ,Positive
Fungsi ini sama seperti sistem digunakan Uber dan Grabcar,fungsi uber grabcar,Positive
"Rebutan pada segmen pengundi baharu terutama pengundi muda, pengundi wanita dan pengundi atas pagar",rebut segmen undi undi muda undi undi pagar,Positive
"Kadang-kadang pemangsa menyembunyikan identitinya, menyebabkan mangsa sukar melawan atau mempertahankan diri",kadang mangsa sembunyi identitinya mangsa sukar lawan tahan,Negative
Saya tak pilih kerusi Pekan atau Bagan Datuk,pilih kerusi pekan bagan,Positive
Negara-negara Asean nampaknya gagal merubah situasi yang melanda masyarakat Islam di Rakhine walaupun bukti genosid dengan pengakuan tentera Myanmar yang menemukan kubur mangsa etnik Rohingya namun tiada tindakan dilakukan kepada pihak terlibat,nampaknya gagal rubah situasi landa rakhine bukti genosid tentera myanmar temu kubur mangsa etnik rohingya tindak laku libat,Negative
"“Sebagai pengedar Proton, kita tidak boleh menjual kereta kepada (ahli) Persekutuan Persatuan Hokkien dengan diskaun khas ini…ia ‘bypass’ pengedar, sebaliknya terus kepada Proton",edar jual ahli sekutu hokkien diskaun khas ini ia bypass edar,Negative
"Bahang kehangatan musim Pilihan Raya Umum Ke-14 (PRU14) bukan sahaja digunakan oleh parti politik sebagai medan untuk bertarung, tetapi ia juga memberi rezeki bermusim kepada sebahagian golongan peniaga.",bahang hangat musim pilih ke- pru medan tarung rezeki musim golong,Positive
"Dengan usaha gigih dan bantuan kerajaan, seorang anak peneroka Felda, nelayan atau petani kini mampu berjaya sebagai seorang profesional seperti jurutera, akauntan, doktor atau peguam",gigih bantu raja teroka felda nelayan tani jaya profesional jurutera akauntan doktor peguam,Positive
Kita tidak boleh menolak kemungkinan kempen semasa PRU-14 boleh mendatangkan bahaya kepada orang ramai dan pekerja pilihan raya kerana pilihan raya umum kali ini dianggap ibu kepada segala pilihan raya yang bakal menjanjikan pertarungan sengit.,tolak kempen pru- bahaya pilih rana pilih anggap pilih janji tarung sengit,Negative
"Saya berharap tuan puan dapat tolong, mudah-mudahan kita dapat jadikan Malaysia semakin indah dan lagi hebat serta lagi baik",harap tuan puan tolong indah hebat,Positive
